state,department_name,address,phone,site
New Mexico,Carrizozo Police Department,"406 S Central Avenue Carrizozo, NM 88301",505-648-2351,NA
New Mexico,Catron County Sheriff's Office,,575-533-6222,NA
New Mexico,Chama Police Department,"672 Terrace Avenue Chama, NM 87520",575-756-2319,NA
New Mexico,Chaves County Sheriff's Office,"1 Street Marys Place Roswell, NM 88203",575-624-6500,NA
New Mexico,Cibola County Sheriff's Office,"114 McBride Road Grants, NM 87020",505-287-9476,www.co.cibola.nm.us
New Mexico,Cimarron Police Department,"356 East 9th Street Cimarron, NM 87714",575-376-2351,NA
New Mexico,Clayton Police Department,"112 N Front Street Clayton, NM 88415",505-374-9800,NA
New Mexico,Clovis Police Department,"300 N Connelly Street Clovis, NM 88101",575-763-9416,www.police.cityofclovis.org
New Mexico,Colfax County Sheriff's Office,"1413 South 2nd Street Raton, NM 87740",575-445-5562,www.co.colfax.nm.us
New Mexico,Corrales Police Department,"4324 Corrales Road Corrales, NM 87048",505-898-7585,NA
New Mexico,Cuba Police Department,"16 Cordova Avenue Cuba, NM 87013",575-289-9157,NA
New Mexico,Curry County Sheriff's Office,"700 N Main Street, Suite 4 Clovis, NM 88101",575-769-2335,www.currycounty.org
New Mexico,De Baca County Sheriff's Office,"248 East Avenue C Fort Sumner, NM 88119",575-355-7433,NA
New Mexico,Deming Police Department,"700 East Pine Deming, NM 88030",575-546-3011,NA
New Mexico,Dexter Police Department,"106 West 1st Street Dexter, NM 88230",575-734-5404,NA
New Mexico,Doa Ana County Sheriff's Office,"845 N Motel Boulevard Las Cruces, NM 88007",575-525-1911,www.co.dona-ana.nm.us
New Mexico,Eastern New Mexico University Police Department,"229 S Avenue K Portales, NM 88130",575-562-2392,www.enmu.edu
New Mexico,Eddy County Sheriff's Department,"102 N Canal Carlsbad, NM 88220",575-887-7551,NA
New Mexico,Edgewood Police Department,"1916 Historic Route 66 Edgewood, NM 87015",800-742-1144,NA
New Mexico,Espaola Police Department,"1316 C-Calle Adelante Espaola, NM 87553",505-747-6000,cityofespanola.org
New Mexico,Estancia Police Department,"1000 Highland Street Estancia, NM 87016",505-384-4282,townofestancia.com
New Mexico,Eunice Police Department,"2200 Avenue O Eunice, NM 88231",575-394-2112,NA
New Mexico,Farmington Police Department,"900 Municipal Drive Farmington, NM 87401",505-599-1070,NA
New Mexico,Fort Sumner Police Department,"901 North 4th Street Fort Sumner, NM 88119",575-355-2403,NA
New Mexico,Gallup Police Department,"451 S Boardman Avenue Gallup, NM 87301",505-863-9365,NA
New Mexico,Grant County Sheriff's Department,"214 N Black Street Silver City, NM 88061",575-574-0100,www.grantcountynm.com
New Mexico,Grants Police Department,"105 E Roosevelt Grants, NM 87020",505-287-5144,NA
New Mexico,Guadalupe County Sheriff's Department,"565 River Road Santa Rosa, NM 88435",575-472-3711,NA
New Mexico,Hagerman Police Department,"209 E Argyle Street Hagerman, NM 88232",575-752-3204,NA
New Mexico,Harding County Sheriff's Office,,505-673-2231,NA
New Mexico,Hatch Police Department,"5 Chile Capitol Ln Hatch, NM 87937",575-267-3021,NA
New Mexico,Hidalgo County Sheriff's Office,"213 East 2nd Street Lordsburg, NM 88045",575-542-3833,NA
New Mexico,Hobbs Police Department,"301 N Dalmont Hobbs, NM 88240",575-397-9265,www.hobbspd.com
New Mexico,Hurley Police Department,"101 Cortez Avenue Hurley, NM 88043",575-537-3220,NA
New Mexico,Isleta Police Department,"3950 Highway 47 Albuquerque, NM 87105",505-869-6511,NA
New Mexico,Jal Police Department,"3421 Street Highway 18 Jal, NM 88252",505-395-2501,NA
New Mexico,Jemez Springs Police Department,"80 Jemez Springs Plaza Jemez Springs, NM 87025",575-829-3345,NA
New Mexico,Jicarilla Apache Tribe Police Department,,505-759-3222,NA
New Mexico,Laguna Pueblo Police Department,,505-552-6685,NA
New Mexico,Las Cruces Police Department,"217 E Picacho Las Cruces, NM 88001",575-526-0795,NA
New Mexico,Las Vegas Police Department,"318 Moreno Street Las Vegas, NM 87701",505-425-7504,NA
New Mexico,Lea County Sheriff's Department,"215 E Central Lovington, NM 88260",575-396-3611,www.leacountysheriff.com
New Mexico,Lincoln County Sheriff's Office,"300 Central Avenue Carrizozo, NM 88301",505-648-2342,NA
New Mexico,Logan Police Department,"108A Highway 54 Logan, NM 88426",575-487-2856,NA
New Mexico,Lordsburg Police Department,"404 W Wabash Street Lordsburg, NM 88045",575-542-3505,NA
New Mexico,Los Alamos County Sheriff's Office,"2500 Trinity Drive Los Alamos, NM 87544",505-662-8028,www.losalamosnm.us
New Mexico,Los Alamos Police Department,"2500 Trinity Drive Los Alamos, NM 87544",505-662-8222,www.losalamosnm.us
New Mexico,Los Lunas Police Department,"660 Main Street NW Los Lunas, NM 87031",505-839-3855,www.loslunasnm.gov
New Mexico,Loving Police Department,"415 W Cedar Street Loving, NM 88256",575-745-3511,NA
New Mexico,Lovington Police Department,"213 S Love Street Lovington, NM 88260",575-396-2811,NA
New Mexico,Luna County Sheriff's Office,"116 E Poplar Deming, NM 88030",505-546-2655,NA
New Mexico,Magdalena Police Department,,505-854-2293,NA
New Mexico,McKinley County Sheriff's Office,"2105 E Aztec Street Gallup, NM 87301",505-722-7205,www.co.mckinley.nm.us
New Mexico,Melrose Police Department,"105 West Avenue B Melrose, NM 88124",575-253-4220,NA
New Mexico,Mesilla Marshals Department,"2231 Avenida de Mesilla Mesilla, NM 88046",575-524-3262,www.mesilla-nm.org
New Mexico,Milan Police Department,"619 Uranium Avenue Milan, NM 87021",505-287-4491,NA
New Mexico,Mora County Sheriff's Office,,505-387-2222,NA
New Mexico,Moriarty Police Department,"201 Broadway Street NE Moriarty, NM 87035",505-832-6060,www.cityofmoriarty.org
New Mexico,Mosquero Police Department,,505-673-2279,NA
New Mexico,Mountainair Police Department,"109 N Roosevelt Mountainair, NM 87036",505-847-2806,mountainairnm.gov
New Mexico,New Mexico Military Institute Police Department,"101 W College Boulevard Roswell, NM 88201",575-624-8421,www.nmmi.edu
New Mexico,New Mexico State Police,"4491 Cerrillos Road Santa Fe, NM 87507",505-827-9300,www.nmsp.com
New Mexico,New Mexico State University Police Department,"725 College Drive Las Cruces, NM 88003",505-646-3311,NA
New Mexico,Otero County Sheriff's Office,"3208 N White Sands Boulevard Alamogordo, NM 88310",505-437-2210,NA
New Mexico,Portales Police Department,"1700 N Boston Portales, NM 88130",505-356-4404,NA
New Mexico,Quay County Sheriff's Department,"300 S Third Street Tucumcari, NM 88401",575-461-2720,quaycounty-nm.gov
New Mexico,Questa Police Department,"2500 State Hwy 522 Questa, NM 87556",575-586-0787,NA
New Mexico,Raton Police Department,"224 Savage Avenue Raton, NM 87740",575-445-2704,NA
New Mexico,Red River Marshal's Office,,575-754-6166,www.redriver.org
New Mexico,Rio Arriba County Sheriff's Office,"1122 Industrial Park Road Espanola, NM 87532",505-753-3329,NA
New Mexico,Rio Rancho Police Department,"500 Quantum Road Rio Rancho, NM 87124",505-891-5900,www.ci.rio-rancho.nm.us
New Mexico,Roosevelt County Sheriff's Office,"1700 N Boston Portales, NM 88130",575-356-4409,NA
New Mexico,Roswell Police Department,"128 W Second Street Roswell, NM 88201",575-624-6770,www.roswellpolice.com
New Mexico,Ruidoso Downs Police Department,"122 Downs Drive Ruidoso Downs, NM 88346",505-378-4421,NA
New Mexico,Ruidoso Police Department,"1085 Mechem Drive Ruidoso, NM 88345",575-258-7365,NA
New Mexico,San Jaun County Sheriff's Office,"211 S Oliver Drive Aztec, NM 87410",505-334-6107,NA
New Mexico,San Miguel County Sheriff's Department,"Mineral Hill Rte 20 Las Vegas, NM 87701",505-425-7589,NA
New Mexico,San Ysidro Marshal's Department,"372 State Road 4 San Ysidro, NM 87053",575-834-7481,www.sanysidronm.us
New Mexico,Sandoval County Sheriff's Office,"711 Camino del Pueblo Bernalillo, NM 87004",505-867-7526,scso.sandovalcountynm.gov
New Mexico,Santa Ana Tribal Police Department,"2 Dove Road Bernalillo, NM 87004",505-867-9178,NA
New Mexico,Santa Fe County Sheriff's Office,"35 Camino Justicia Santa Fe, NM 87508",505-986-2455,www.co.santa-fe.nm.us
New Mexico,Santa Fe Police Department,"2515 Camino Entrada Santa, NM 87507",505-955-5000,www.santafenm.gov
New Mexico,Santa Rosa Police Department,"244 South 4th Street Santa Rosa, NM 88435",575-472-3605,NA
New Mexico,Sierra County Sheriff's Office,"311 Date Street Truth or Consequences, NM 87901",575-894-9150,NA
New Mexico,Silver City Police Department,"1011 N Hudson Street Silver City, NM 88061",575-538-3723,www.townofsilvercity.org
New Mexico,Socorro County Sheriff's Office,"200 Church Steet Socorro, NM 87801",505-835-0941,NA
New Mexico,Socorro Police Department,"407 Center Street Socorro, NM 87801",575-838-4279,NA
New Mexico,Springer Police Department,"616 Colbert Avenue Springer, NM 87747",575-483-2404,NA
New Mexico,Sunland Park Police Department,"1000 McNutt Road Sunland Park, NM 88063",575-589-2225,NA
New Mexico,Taos County Sheriff's Department,"489 Bluebery Hill Road Taos, NM 87571",575-737-6480,NA
New Mexico,Taos Police Department,"400 Camino de la Placita Taos, NM 87571",505-758-4656,www.taosgov.com
New Mexico,Tatum Police Department,"411 E Broadway Tatum, NM 88267",575-398-4444,NA
New Mexico,Texico Police Department,"219 N Griffin Street Texico, NM 88135",575-482-3314,NA
New Mexico,Torrance County Sheriff's Office,,505-246-4773,www.torrancecountynm.org
New Mexico,Truth or Consequences Police Department,"507 McAdoo Truth or Consequences, NM 87901",575-894-1204,NA
New Mexico,Tucumcari Police Department,"206 E Center Street Tucumcari, NM 88401",575-461-2160,NA
New Mexico,Tularosa Police Department,"609 Street Francis Drive Tularosa, NM 88352",575-585-2704,www.villageoftularosa.com
New Mexico,Union County Sheriff's Department,"200 Court Street Clayton, NM 88415",575-374-2583,NA
New Mexico,University of New Mexico Police Department,"2500 Campus Boulevard Albuquerque, NM 87124",505-277-2241,police.unm.edu
New Mexico,Valencia County Sheriff's Office,"453 Luna Avenue Los Lunas, NM 87031",505-866-2400,NA
New Mexico,Vaughn Police Department,"306 Main Street Vaughn, NM 88353",575-584-2204,NA
New Mexico,Wagon Mound Police Department,,505-666-2405,NA
New Mexico,Zuni Pueblo Police Department,"1203 B State Highway 53 Zuni Pueblo, NM 87327",505-782-7057,NA
New York,Adams Police Department,"3 South Main Street Adams, NY 13605",315-232-2912 ext. 209,NA
New York,Addison Police Department,"35 Tuscarora Street Addison, NY 14801",607-359-3619,NA
New York,Afton Police Department,"19 Court Street Afton, NY 13730",607-639-1308,NA
New York,Akron Police Department,"21 Main Street Akron, NY 14001",716-542-4481,NA
New York,Albany County Sheriff's Office,"16 Eagle Street Albany, NY 12207",518-487-5400,www.albanycounty.com
New York,Albany Police Department,"165 Henry Johnson Boulevard Albany, NY 12210",518-438-4000,NA
New York,Albion Police Department,"106 North Platt Street Albion, NY 14411",585-589-5627,albionpolice.com
New York,Alexandria Bay Police Department,"110 Walton Street Alexandria Bay, NY 13607",315-482-2211,NA
New York,Alfred Police Department,"7 West University Street Alfred, NY 14802",607-587-8877,www.alfredpd.org
New York,Allegany County Sheriff's Office,"4884 State Route 19 Belmont, NY 14813",585-268-9204,www.alleganyco.com
New York,Allegany Police Department,"106 East Main Street Allegany, NY 14706",716-373-0873,NA
New York,Altamont Police Department,"115 Main Street Altamont, NY 12009",518-861-5480,www.altamontvillage.org
New York,Amherst Police Department,"500 John James Audubon Parkway Amherst, NY 14228",716-689-1311,www.amherst.ny.us
New York,Amityville Police Department,"21 Ireland Place Amityville, NY 11701",631-264-0400,NA
New York,Amsterdam Police Department,"1 Guy Park Avenue Amsterdam, NY 12010",518-842-1100,www.amsterdamny.gov
New York,Angelica Police Department,"41 Park Circle Angelica, NY 14709",585-466-3737,NA
New York,Antwerp Police Department,"58 Main Street Antwerp, NY 13608",315-659-8581,NA
New York,Arcade Police Department,"17 Church Street Arcade, NY 14009",585-492-3111,villageofarcade.org
New York,Ardsley Police Department,"507 Ashford Avenue Ardsley, NY 10502",914-693-1700,NA
New York,Asharoken Police Department,"1 Asharoken Avenue Asharoken, NY 11768",631-261-7400,NA
New York,Athens Police Department,"2 First Street Athens, NY 12015",518-945-1559,NA
New York,Attica Police Department,"9 Water Street Attica, NY 14011",585-591-0881,NA
New York,Auburn Police Department,"46 North Street Auburn, NY 13021",315-253-3231,www.auburnpolice.com
New York,Avon Police Department,"74 Genesee Street Avon, NY 14414",585-226-3720,www.avon-ny.org
New York,Bainbridge Police Department,"33 West Main Street Bainbridge, NY 13733",607-967-3911,NA
New York,Baldwinsville Police Department,"16 West Genesee Street Baldwinsville, NY 13027",315-635-3131,www.baldwinsville.org
New York,Ballston Spa Police Department,"30 Bath Street Ballston Spa, NY 12020",518-885-5111,NA
New York,Barker Police Department,"8708 Main Street Barker, NY 14012",716-795-3207,NA
New York,Batavia Police Department,"10 West Main Street Batavia, NY 14020",585-345-6350,NA
New York,Bath Police Department,"110 Liberty Street Bath, NY 14810",607-776-2175,NA
New York,Beacon Police Department,"1 Municipal Center Beacon, NY 12508",845-831-4111,NA
New York,Bedford Police Department,"307 Bedford Road Bedford Hills, NY 10507",914-241-3111,NA
New York,Belle Terre Constable Office,"55 Cliff Road Port Jefferson, NY 11777",631-928-5785,NA
New York,Bethlehem Police Department,"447 Delaware Avenue Delmar, NY 12054",518-439-9973,NA
New York,Binghamton Police Department,"38 Hawley Street Binghamton, NY 13901",607-723-5321,www.cityofbinghamton.com
New York,Black River-Evan Mills Police Department,"107 Jefferson Place Black River, NY 13612",315-773-5721,NA
New York,Blooming Grove Police Department,"2 Horton Road Blooming Grove, NY 10914",845-496-9161,www.bloominggrovepolice.com
New York,Bolton Police Department,"4949 Lake Shore Drive Bolton Landing, NY 12814",518-644-9717,NA
New York,Boonville Police Department,"13149 State Route 12 Boonville, NY 13309",315-943-2050,NA
New York,Brant Police Department,"1272 Brant-North Collins Road Brant, NY 14027",716-549-4040,www.brantny.com
New York,Brewster Police Department,"50 Main Street Brewster, NY 10509",845-279-3618,NA
New York,Briarcliff Manor Police Department,"1111 Pleasantville Road Briarcliff Manor, NY 10510",914-941-2130,www.briarcliffmanor.org
New York,Brighton Police Department,"2300 Elmwood Avenue Rochester, NY 14618",585-784-5150,www.townofbrighton.org
New York,Brockport Police Department,"One Clinton Street Brockport, NY 14420",585-637-1011,www.brockportpolice.org
New York,Bronxville Police Department,"200 Pondfield Road Bronxville, NY 10708",914-337-0500,NA
New York,Broome County Sheriff's Office,"155 Lt VanWinkle Drive Binghamton, NY 13905",607-778-1911,www.gobroomecounty.com
New York,Brownville Police Department,"216 Brown Boulevard Brownville, NY 13615",315-782-7650,www.villageofbrownvilleny.org
New York,Buchanan Police Department,"236 Tate Avenue Buchanan, NY 10511",914-739-6776,NA
New York,Buffalo Police Department,"74 Franklin Street Buffalo, NY 14202",716-851-4444,www.bpdny.org
New York,Buffalo State University Police Department,"1300 Elmwood Avenue, Chase Hall 110 Buffalo, NY 14222",716-878-6333,police.buffalostate.edu
New York,Cairo Police Department,"512 Main Street Cairo, NY 12413",518-622-2324,NA
New York,Caledonia Police Department,"3095 Main Street Caledonia, NY 14423",585-538-6200,www.cal-mum.com
New York,Cambridge-Greenwich Police Department,"56 North Park Street Cambridge, NY 12816",518-677-3044,www.cambridgeny.gov
New York,Camillus Police Department,"4600 West Genesee Street Syracuse, NY 13219",315-487-0102,www.camilluspolice.com
New York,Canajoharie Police Department,"75 Erie Boulevard Canajoharie, NY 13317",518-673-3111,NA
New York,Canandaigua Police Department,"21 Ontario Street Canandaigua, NY 14424",585-396-5035,canandaigua.govoffice.com
New York,Canastota Police Department,"205 South Peterboro Street Canastota, NY 13032",315-697-2240,NA
New York,Canton Police Department,"60 Main Street Canton, NY 13617",315-386-4561,NA
New York,Cape Vincent Police Department,"127 East Joseph Street Cape Vincent, NY 13618",315-654-3400,NA
New York,Carmel Police Department,"60 McAlpin Avenue Mahopac, NY 10541",845-628-1300,NA
New York,Carthage Police Department,"120 South Mechanic Street Carthage, NY 13619",315-493-1141,NA
New York,Catskill Police Department,"422 Main Street Catskill, NY 12414",518-943-2244,NA
New York,Cattaraugus County Sheriff's Office,"301 Court Street Little Valley, NY 14755",716-938-9191,www.sheriff.cattco.org
New York,Cattaraugus Police Department,"14 Main Street Cattaraugus, NY 14719",716-257-9119,NA
New York,Cayuga County Sheriff's Office,"7445 County House Road Auburn, NY 13021",315-253-1222,co.cayuga.ny.us
